Competition,Type of race,Sex,HOST NATION,Country,DAY,MONTH,YEAR,TIME,Latitude,Longitude,NOAA Station ID,Station Location,Distance from location (km),Air Temperature (C),Dew Point (C),Wind Speed (m/s),Adjusted wind speed,Relative Humidity (%),Clouds (OKTA),Diff from requested Time (minutes),Time zone,Solar Radiation accounting for clouds (tilt surface)(W/m},Heat Index (National Oceanic and Atmospheric Administration; Last modified 2014) - [°C],Simplified Wet Bulb Globe Temperature (American College of Sports Medicine; 1984) - [°C],Wet Bulb Globe Temperature (outdoor) (Yaglou; 1956) - [°C],World Record,Standing record,Finished time (1st),Finished time (2nd),Finished time (3rd),Finished time (4th),Finished time (5th),Finished time (6th),Finished time (7th),Finished time (8th),Finished time (9th),Finished time (10th),time_avgTop3
Gold Marathon,Marathon,Women,LONDON,UK,25,4,2010,10:00:00,51.5073219,-0.1276474,3779099999,UK; LONDON WEA CENTER,1.1,11.0,8.0,3.1,1.3,81.7,7,,1,0,10.3,14.4,9.4,02:15:25,02:15:25,02:22:38,02:23:17,02:24:39,,,,,,,,02:23:31
Gold Marathon,Marathon,Men,New York,US,7,11,2010,9:30:00,40.7127281,-74.006015,99727199999,NY US; THE BATTERY,1.5,7.0,-2.0,5.3,2.2,52.7,3,30,-4,382,5.1,10,6.1,02:03:59,02:07:43,02:08:14,02:09:18,02:10:39,,,,,,,,02:09:24
Gold Marathon,Marathon,Women,New York,US,7,11,2010,9:30:00,40.7127281,-74.006015,99727199999,NY US; THE BATTERY,1.5,7.0,-2.0,5.3,2.2,52.7,3,30,-4,382,5.1,10,6.1,02:15:25,02:22:31,02:28:20,02:28:40,02:29:01,,,,,,,,02:28:40
Gold Marathon,Marathon,Men,PARIS,FRANCE,11,4,2010,9:00:00,48.8566969,2.3514616,7156099999,FR; PARIS MONTSOURIS,4.6,10.3,1.9,4.6,1.9,56.0,3,0,2,670,8.8,12.5,11,02:03:59,02:05:47,02:06:41,02:07:10,02:07:10,,,,,,,,02:07:00
Gold Marathon,Marathon,Women,PARIS,FRANCE,11,4,2010,9:00:00,48.8566969,2.3514616,7156099999,FR; PARIS MONTSOURIS,4.6,10.3,1.9,4.6,1.9,56.0,3,0,2,670,8.8,12.5,11,02:15:25,02:23:05,02:22:02,02:24:22,02:24:49,,,,,,,,02:23:44
Gold Marathon,Marathon,Men,Rotterdam,Netherlands,11,4,2010,10:00:00,51.9228958,4.4631727,6344099999,NL; ROTTERDAM,4.2,8.5,2.5,7.0,2.9,65.9,4,0,2,0,7.1,11.6,6.1,02:03:59,02:04:26,02:04:48,02:04:55,02:05:13,,,,,,,,02:04:59
Gold Marathon,Marathon,Women,Rotterdam,Netherlands,11,4,2010,10:00:00,51.9228958,4.4631727,6344099999,NL; ROTTERDAM,4.2,8.5,2.5,7.0,2.9,65.9,4,0,2,0,7.1,11.6,6.1,02:15:25,02:20:47,02:25:29,02:26:22,02:29:42,,,,,,,,02:27:11
Gold Marathon,Marathon,Men,Seoul,South Korea,21,3,2010,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,5.3,-5.9,4.6,1.9,44.2,1,60,9,0,3,8.5,1.8,02:03:59,02:07:06,02:06:49,02:06:59,02:07:35,,,,,,,,02:07:08
Gold Marathon,Marathon,Women,Seoul,South Korea,21,3,2010,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,5.3,-5.9,4.6,1.9,44.2,1,60,9,0,3,8.5,1.8,02:15:25,02:19:51,02:24:13,02:25:01,02:26:58,,,,,,,,02:25:24
Gold Marathon,Marathon,Men,Shanghai ,China,5,12,2010,7:30:00,31.2252985,121.489049,58367099999,CH; HONGQIAO INTERNATIONAL,14.8,21.0,7.0,2.0,0.8,40.3,1,0,8,0,20.2,19.8,15,02:03:59,02:09:28,02:11:34,02:11:49,02:12:54,,,,,,,,02:12:06
Gold Marathon,Marathon,Women,Shanghai ,China,5,12,2010,7:30:00,31.2252985,121.489049,58367099999,CH; HONGQIAO INTERNATIONAL,14.8,21.0,7.0,2.0,0.8,40.3,1,0,8,0,20.2,19.8,15,02:15:25,02:26:19,02:26:05,,,,,,,,,,02:26:05
Gold Marathon,Marathon,Men,Sydney,Australia,19,9,2010,7:00:00,-33.854815,151.216453,94768099999,AS; SYDNEY OBSERVATORY HILL,1.6,13.0,5.0,3.1,1.3,58.3,3,60,10,100,11.9,14.7,10.3,02:03:59,02:14:37,02:25:17,02:26:00,02:27:01,,,,,,,,02:26:06
Gold Marathon,Marathon,Women,Sydney,Australia,19,9,2010,7:00:00,-33.854815,151.216453,94768099999,AS; SYDNEY OBSERVATORY HILL,1.6,13.0,5.0,3.1,1.3,58.3,3,60,10,100,11.9,14.7,10.3,02:15:25,02:38:11,02:49:58,02:50:52,02:54:21,,,,,,,,02:51:44
Gold Marathon,Marathon,Men,Valencia,Spain,21,2,2010,8:30:00,39.4697065,-0.3763353,8285099999,SP; VALENCIA VIVEROS,1.6,7.2,2.3,0.0,0.0,71.0,5,150,2,0,5.8,10.9,3.9,02:03:59,02:11:29,02:09:45,02:10:24,02:10:30,,,,,,,,02:10:13
Gold Marathon,Marathon,Women,Valencia,Spain,21,2,2010,8:30:00,39.4697065,-0.3763353,8285099999,SP; VALENCIA VIVEROS,1.6,7.2,2.3,0.0,0.0,71.0,5,150,2,0,5.8,10.9,3.9,02:15:25,02:28:08,02:42:06,02:44:40,02:50:14,,,,,,,,02:45:40
Gold Marathon,Marathon,Men,VIENNA,AUSTRIA,18,4,2010,9:00:00,48.2083537,16.3725042,11034099999,AU; WIEN INNERE STADT,1.0,13.5,3.3,5.0,2.1,50.1,2,0,2,0,12.2,14.6,9.5,02:03:59,02:07:38,02:08:40,02:09:32,02:09:41,,,,,,,,02:09:18
Gold Marathon,Marathon,Women,VIENNA,AUSTRIA,18,4,2010,9:00:00,48.2083537,16.3725042,11034099999,AU; WIEN INNERE STADT,1.0,13.5,3.3,5.0,2.1,50.1,2,0,2,0,12.2,14.6,9.5,02:15:25,02:23:47,02:31:08,02:31:28,02:33:05,,,,,,,,02:31:54
Gold Marathon,Marathon,Men,Xiamen,China,2,1,2010,7:30:00,24.4758496,118.074683,59134099999,CH; GAOQI,9.3,13.0,12.0,1.0,0.4,93.7,8,30,8,180,12.8,16.8,13.9,02:03:59,02:08:51,02:08:47,02:09:40,02:10:11,,,,,,,,02:09:33
Gold Marathon,Marathon,Women,Xiamen,China,2,1,2010,7:30:00,24.4758496,118.074683,59134099999,CH; GAOQI,9.3,13.0,12.0,1.0,0.4,93.7,8,30,8,180,12.8,16.8,13.9,02:15:25,02:22:38,02:28:53,02:34:12,02:36:00,,,,,,,,02:33:02
Gold Marathon,Marathon,Men,AMSTERDAM,NETHERLANDS,16,10,2011,9:30:00,52.3745403,4.8979755,6240099999,NL; SCHIPHOL,11.7,10.0,4.0,3.6,1.5,66.3,4,5,2,1,8.8,12.8,7.4,02:03:38,02:05:43,02:05:50,02:06:03,02:06:06,,,,,,,,02:06:00
Gold Marathon,Marathon,Women,AMSTERDAM,NETHERLANDS,16,10,2011,9:30:00,52.3745403,4.8979755,6240099999,NL; SCHIPHOL,11.7,10.0,4.0,3.6,1.5,66.3,4,5,2,1,8.8,12.8,7.4,02:15:25,02:22:19,02:22:07,02:24:53,02:25:51,,,,,,,,02:24:17
Gold Marathon,Marathon,Men,Berlin,Germany,25,9,2011,9:00:00,52.5170365,13.3888599,10382099999,GM; TEGEL,8.3,17.0,10.0,2.1,0.9,63.4,4,10,2,71,16.4,18.4,14.2,02:03:38,02:03:59,02:03:38,02:07:55,02:09:50,,,,,,,,02:07:08
Gold Marathon,Marathon,Women,Berlin,Germany,25,9,2011,9:00:00,52.5170365,13.3888599,10382099999,GM; TEGEL,8.3,17.0,10.0,2.1,0.9,63.4,4,10,2,71,16.4,18.4,14.2,02:15:25,02:19:12,02:19:44,02:22:18,02:23:46,,,,,,,,02:21:56
Gold Marathon,Marathon,Men,BOSTON,Massachusetts,18,4,2011,9:00:00,42.3602534,-71.058291,72509014739,MA US; BOSTON,4.0,7.8,-1.1,5.1,2.1,53.3,1,0,-4,316,6,10.6,6.5,02:03:59,02:05:52,02:03:02,02:03:06,02:04:53,,,,,,,,02:03:40
Gold Marathon,Marathon,Women,BOSTON,Massachusetts,18,4,2011,9:00:00,42.3602534,-71.058291,72509014739,MA US; BOSTON,4.0,7.8,-1.1,5.1,2.1,53.3,1,0,-4,316,6,10.6,6.5,02:15:25,02:20:43,02:22:36,02:22:38,02:22:42,,,,,,,,02:22:39
Gold Marathon,Marathon,Men,Chicago,US,9,10,2011,7:30:00,41.8755616,-87.624421,72534014819,IL US; CHICAGO MIDWAY AIRPORT,14.5,17.2,9.4,0.0,0.0,60.2,9,21,-5,0,16.5,18.3,13.1,02:03:38,02:05:41,02:05:37,02:06:15,02:06:29,,,,,,,,02:06:07
Gold Marathon,Marathon,Women,Chicago,US,9,10,2011,7:30:00,41.8755616,-87.624421,72534014819,IL US; CHICAGO MIDWAY AIRPORT,14.5,17.2,9.4,0.0,0.0,60.2,9,21,-5,0,16.5,18.3,13.1,02:15:25,02:17:18,02:22:09,02:24:38,02:26:17,,,,,,,,02:24:21
World Championships,Marathon,Men,DAEGU ,KOREA,4,9,2011,9:00:00,35.8713,128.6018,47143099999,KS; TAEGU ACC KOR AFB,1.9,26.9,17.0,1.0,0.4,54.7,3,0,9,671,27.6,26.8,28.1,02:03:59,02:06:54,02:07:38,02:10:06,02:10:32,02:11:39,02:11:50,02:11:52,02:11:57,02:12:57,02:13:10,02:13:24,02:09:25
World Championships,Marathon,Women,DAEGU ,KOREA,27,8,2011,9:00:00,35.8713,128.6018,47143099999,KS; TAEGU ACC KOR AFB,1.9,26.6,19.2,3.6,1.5,63.9,4,0,9,668,27,27.8,26.4,02:17:42,02:20:57,02:28:43,02:29:00,02:29:14,02:29:21,02:29:35,02:29:58,02:30:13,02:30:25,02:30:29,02:30:52,02:28:59
Gold Marathon,Marathon,Men,Fukuoka,Japan,4,12,2011,8:30:00,33.6251241,130.618001,47809099999,JA; IIZUKA,8.1,12.5,5.0,1.0,0.4,60.2,3,30,9,0,11.4,14.5,9,02:03:38,02:05:18,02:07:36,02:08:38,02:09:57,,,,,,,,02:08:44
Gold Marathon,Marathon,Men,Lake Biwa,Japan,6,3,2011,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,7.9,3.6,1.5,0.6,74.2,6,15,9,0,6.7,11.5,5.7,02:03:59,02:07:34,02:06:13,02:09:13,02:09:25,,,,,,,,02:08:17
Gold Marathon,Marathon,Men,LONDON,UK,17,4,2011,10:00:00,51.5073219,-0.1276474,3770099999,UK; ST JAMES PARK,1.1,14.0,9.0,0.0,0.0,71.9,5,0,1,0,13.3,16.4,10.9,02:03:59,02:05:10,02:04:40,02:05:45,02:05:45,,,,,,,,02:05:23
Gold Marathon,Marathon,Women,LONDON,UK,17,4,2011,10:00:00,51.5073219,-0.1276474,3770099999,UK; ST JAMES PARK,1.1,14.0,9.0,0.0,0.0,71.9,5,0,1,0,13.3,16.4,10.9,02:15:25,02:15:25,02:19:19,02:20:46,02:23:42,,,,,,,,02:21:16
Gold Marathon,Marathon,Men,New York,US,6,11,2011,9:30:00,40.7127281,-74.006015,72505394728,NY US; NY CITY CENTRAL PARK,8.0,4.0,-3.0,0.0,0.0,60.3,9,21,-4,0,4,8.1,0.1,02:03:38,02:07:43,02:05:05,02:06:28,02:07:13,,,,,,,,02:06:15
Gold Marathon,Marathon,Women,New York,US,6,11,2011,9:30:00,40.7127281,-74.006015,72505394728,NY US; NY CITY CENTRAL PARK,8.0,4.0,-3.0,0.0,0.0,60.3,9,21,-4,0,4,8.1,0.1,02:15:25,02:22:31,02:23:15,02:23:19,02:23:38,,,,,,,,02:23:24
Gold Marathon,Marathon,Men,PARIS,FRANCE,10,4,2011,9:00:00,48.8566969,2.3514616,7156099999,FR; PARIS MONTSOURIS,4.6,18.3,3.3,1.0,0.4,36.9,1,0,2,570,17.1,17.4,18.4,02:03:59,02:05:47,02:06:29,02:07:14,02:07:32,,,,,,,,02:07:05
Gold Marathon,Marathon,Women,PARIS,FRANCE,10,4,2011,9:00:00,48.8566969,2.3514616,7156099999,FR; PARIS MONTSOURIS,4.6,18.3,3.3,1.0,0.4,36.9,1,0,2,570,17.1,17.4,18.4,02:15:25,02:22:02,02:22:51,02:24:40,02:26:55,,,,,,,,02:24:49
Gold Marathon,Marathon,Men,Rotterdam,Netherlands,10,4,2011,10:00:00,51.9228958,4.4631727,6344099999,NL; ROTTERDAM,4.2,13.5,2.0,5.0,2.1,45.7,2,0,2,0,12.1,14.4,9.2,02:03:59,02:04:26,02:05:27,02:05:33,02:08:47,,,,,,,,02:06:36
Gold Marathon,Marathon,Women,Rotterdam,Netherlands,10,4,2011,10:00:00,51.9228958,4.4631727,6344099999,NL; ROTTERDAM,4.2,13.5,2.0,5.0,2.1,45.7,2,0,2,0,12.1,14.4,9.2,02:15:25,02:20:47,02:24:20,02:24:27,02:26:56,,,,,,,,02:25:14
Gold Marathon,Marathon,Men,Seoul,South Korea,20,3,2011,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,10.2,-1.5,1.5,0.6,44.0,1,60,9,0,8.4,11.9,5.8,02:03:59,02:06:49,02:09:28,02:10:13,02:13:19,,,,,,,,02:11:00
Gold Marathon,Marathon,Women,Seoul,South Korea,20,3,2011,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,10.2,-1.5,1.5,0.6,44.0,1,60,9,0,8.4,11.9,5.8,02:15:25,02:19:51,02:26:51,02:27:13,02:32:26,,,,,,,,02:28:50
Gold Marathon,Marathon,Men,Shanghai ,China,4,12,2011,7:30:00,31.2252985,121.489049,58367099999,CH; HONGQIAO INTERNATIONAL,14.8,13.0,4.0,3.0,1.2,54.4,3,0,8,0,11.8,14.5,9.3,02:03:38,02:09:28,02:10:21,02:10:29,02:10:55,,,,,,,,02:10:35
Gold Marathon,Marathon,Women,Shanghai ,China,4,12,2011,7:30:00,31.2252985,121.489049,58367099999,CH; HONGQIAO INTERNATIONAL,14.8,13.0,4.0,3.0,1.2,54.4,3,0,8,0,11.8,14.5,9.3,02:15:25,02:26:05,02:24:08,02:24:11,02:31:44,,,,,,,,02:26:41
Gold Marathon,Marathon,Men,Sydney,Australia,18,9,2011,7:00:00,-33.854815,151.216453,94768099999,AS; SYDNEY OBSERVATORY HILL,1.6,20.0,2.0,3.1,1.3,30.2,0,60,10,329,18.8,18.1,15.3,02:03:59,02:14:37,02:17:39,02:25:51,02:26:40,,,,,,,,02:23:23
Gold Marathon,Marathon,Women,Sydney,Australia,18,9,2011,7:00:00,-33.854815,151.216453,94768099999,AS; SYDNEY OBSERVATORY HILL,1.6,20.0,2.0,3.1,1.3,30.2,0,60,10,329,18.8,18.1,15.3,02:15:25,02:38:11,02:43:21,02:45:14,02:53:16,,,,,,,,02:47:17
Gold Marathon,Marathon,Men,TOKYO,JAPAN,27,2,2011,9:00:00,35.6828387,139.759454,47662099999,JA; TOKYO,0.7,16.5,5.2,2.1,0.9,47.2,2,0,9,489,15.4,16.8,15.6,02:03:59,02:06:33,02:07:35,02:08:17,02:08:37,,,,,,,,02:08:10
Gold Marathon,Marathon,Women,TOKYO,JAPAN,27,2,2011,9:00:00,35.6828387,139.759454,47662099999,JA; TOKYO,0.7,16.5,5.2,2.1,0.9,47.2,2,0,9,489,15.4,16.8,15.6,02:15:25,02:25:38,02:28:49,02:28:56,02:29:03,,,,,,,,02:28:56
Gold Marathon,Marathon,Men,Valencia,Spain,27,11,2011,8:30:00,39.4697065,-0.3763353,8285099999,SP; VALENCIA VIVEROS,1.6,9.6,7.9,1.0,0.4,89.2,8,150,2,0,8.9,13.6,8.1,02:03:38,02:09:45,02:07:59,02:08:01,02:08:01,,,,,,,,02:08:00
Gold Marathon,Marathon,Women,Valencia,Spain,27,11,2011,8:30:00,39.4697065,-0.3763353,8285099999,SP; VALENCIA VIVEROS,1.6,9.6,7.9,1.0,0.4,89.2,8,150,2,0,8.9,13.6,8.1,02:15:25,02:28:08,02:34:23,02:38:05,02:38:30,,,,,,,,02:36:59
Gold Marathon,Marathon,Men,VIENNA,AUSTRIA,17,4,2011,9:00:00,48.2083537,16.3725042,11034099999,AU; WIEN INNERE STADT,1.0,11.7,2.9,2.0,0.8,54.8,3,0,2,0,10.4,13.5,8,02:03:59,02:07:38,02:08:29,02:08:41,02:09:22,,,,,,,,02:08:51
Gold Marathon,Marathon,Women,VIENNA,AUSTRIA,17,4,2011,9:00:00,48.2083537,16.3725042,11034099999,AU; WIEN INNERE STADT,1.0,11.7,2.9,2.0,0.8,54.8,3,0,2,0,10.4,13.5,8,02:15:25,02:23:47,02:26:21,02:26:30,02:27:17,,,,,,,,02:26:43
Gold Marathon,Marathon,Men,Xiamen,China,1,1,2011,7:30:00,24.4758496,118.074683,59134099999,CH; GAOQI,9.3,14.0,3.0,7.0,2.9,47.5,2,30,8,632,12.7,14.9,12.8,02:03:59,02:08:47,02:08:07,02:09:50,02:09:58,,,,,,,,02:09:18
Gold Marathon,Marathon,Women,Xiamen,China,1,1,2011,7:30:00,24.4758496,118.074683,59134099999,CH; GAOQI,9.3,14.0,3.0,7.0,2.9,47.5,2,30,8,632,12.7,14.9,12.8,02:15:25,02:22:38,02:31:49,02:31:54,02:32:00,,,,,,,,02:31:54
Gold Marathon,Marathon,Men,AMSTERDAM,NETHERLANDS,21,10,2012,9:30:00,52.3745403,4.8979755,6240099999,NL; SCHIPHOL,11.7,12.0,10.0,7.7,3.2,87.6,8,5,2,0,11.5,15.6,10.9,02:03:38,02:05:43,02:05:41,02:06:21,02:06:21,,,,,,,,02:06:08
Gold Marathon,Marathon,Women,AMSTERDAM,NETHERLANDS,21,10,2012,9:30:00,52.3745403,4.8979755,6240099999,NL; SCHIPHOL,11.7,12.0,10.0,7.7,3.2,87.6,8,5,2,0,11.5,15.6,10.9,02:15:25,02:22:07,02:21:08,02:21:39,02:25:37,,,,,,,,02:22:48
Gold Marathon,Marathon,Men,Berlin,Germany,30,9,2012,9:00:00,52.5170365,13.3888599,10382099999,GM; TEGEL,8.3,13.0,8.0,4.6,1.9,71.7,5,10,2,42,12.2,15.5,10.9,02:03:38,02:03:38,02:04:15,02:04:16,02:06:12,,,,,,,,02:04:54
Gold Marathon,Marathon,Women,Berlin,Germany,30,9,2012,9:00:00,52.5170365,13.3888599,10382099999,GM; TEGEL,8.3,13.0,8.0,4.6,1.9,71.7,5,10,2,42,12.2,15.5,10.9,02:15:25,02:19:12,02:20:30,02:21:19,02:23:32,,,,,,,,02:21:47
Gold Marathon,Marathon,Men,BOSTON,Massachusetts,16,4,2012,9:00:00,42.3602534,-71.058291,72509014739,MA US; BOSTON,4.0,17.8,13.3,3.1,1.3,75.0,1,0,-4,313,17.6,20,17.5,02:03:38,02:03:02,02:12:40,02:13:06,02:13:13,,,,,,,,02:13:00
Gold Marathon,Marathon,Women,BOSTON,Massachusetts,16,4,2012,9:00:00,42.3602534,-71.058291,72509014739,MA US; BOSTON,4.0,17.8,13.3,3.1,1.3,75.0,1,0,-4,313,17.6,20,17.5,02:15:25,02:20:43,02:31:50,02:31:52,02:33:09,,,,,,,,02:32:17
Gold Marathon,Marathon,Men,Chicago,US,7,10,2012,7:30:00,41.8755616,-87.624421,72534014819,IL US; CHICAGO MIDWAY AIRPORT,14.5,6.1,-2.8,3.6,1.5,52.8,5,21,-5,113,4.1,9.4,3.8,02:03:38,02:05:37,02:04:38,02:04:52,02:05:27,,,,,,,,02:04:59
Gold Marathon,Marathon,Women,Chicago,US,7,10,2012,7:30:00,41.8755616,-87.624421,72534014819,IL US; CHICAGO MIDWAY AIRPORT,14.5,6.1,-2.8,3.6,1.5,52.8,5,21,-5,113,4.1,9.4,3.8,02:15:25,02:17:18,02:22:03,02:22:04,02:22:41,,,,,,,,02:22:16
Gold Marathon,Marathon,Men,Fukuoka,Japan,2,12,2012,8:30:00,33.6251241,130.618001,47809099999,JA; IIZUKA,8.1,8.7,5.5,1.0,0.4,80.3,7,30,9,0,7.7,12.4,6.7,02:03:38,02:05:18,02:06:58,02:08:24,02:08:42,,,,,,,,02:08:01
Gold Marathon,Marathon,Men,Lake Biwa,Japan,4,3,2012,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,6.0,4.8,1.5,0.6,92.0,8,15,9,0,5.1,10.7,4.8,02:03:38,02:06:13,02:07:04,02:07:39,02:08:37,,,,,,,,02:07:47
Gold Marathon,Marathon,Men,LONDON,UK,22,4,2012,10:00:00,51.5073219,-0.1276474,3770099999,UK; ST JAMES PARK,1.1,11.0,5.0,5.6,2.3,66.5,4,0,1,0,9.9,13.6,8.5,02:03:38,02:04:40,02:04:44,02:06:51,02:06:52,,,,,,,,02:06:09
Olympic,Marathon,Men,LONDON,UK,12,8,2012,11:00:00,51.5073219,-0.1276474,3770099999,UK; ST JAMES PARK,1.1,21.0,15.0,4.2,1.7,68.6,5,0,1,601,20.9,22.6,21.3,02:03:38,02:06:32,02:08:01,02:08:27,02:09:37,02:11:06,02:11:10,02:11:16,02:12:08,02:12:17,02:12:28,02:12:45,02:08:42
Gold Marathon,Marathon,Women,LONDON,UK,22,4,2012,10:00:00,51.5073219,-0.1276474,3770099999,UK; ST JAMES PARK,1.1,11.0,5.0,5.6,2.3,66.5,4,0,1,0,9.9,13.6,8.5,02:15:25,02:15:25,02:18:37,02:19:50,02:20:14,,,,,,,,02:19:34
Olympic,Marathon,Women,LONDON,UK,5,8,2012,11:00:00,51.5073219,-0.1276474,3770099999,UK; ST JAMES PARK,1.1,16.1,14.8,4.6,1.9,92.0,9,0,0,0,16.2,19.7,15.2,,,,,,,,,,,,,#DIV/0!
World Championships,Marathon,Women,LONDON,UK,5,8,2012,11:00:00,51.5073219,-0.1276474,3770099999,UK; ST JAMES PARK,1.1,19.0,11.0,1.9,0.8,59.8,3,0,1,711,18.5,19.9,20.7,02:17:42,02:20:57,02:23:07,02:23:12,02:23:29,02:23:56,02:24:48,02:25:11,02:25:27,02:25:38,02:25:51,02:26:07,02:23:16
Gold Marathon,Marathon,Men,PARIS,FRANCE,15,4,2012,9:00:00,48.8566969,2.3514616,7156099999,FR; PARIS MONTSOURIS,4.6,8.0,0.9,7.2,3.0,60.8,3,0,2,439,6.4,11,7.5,02:03:38,02:05:47,02:05:11,02:06:23,02:06:26,,,,,,,,02:06:00
Gold Marathon,Marathon,Women,PARIS,FRANCE,15,4,2012,9:00:00,48.8566969,2.3514616,7156099999,FR; PARIS MONTSOURIS,4.6,8.0,0.9,7.2,3.0,60.8,3,0,2,439,6.4,11,7.5,02:15:25,02:22:02,02:21:40,02:25:09,02:26:46,,,,,,,,02:24:32
Gold Marathon,Marathon,Men,Rotterdam,Netherlands,15,4,2012,10:00:00,51.9228958,4.4631727,6344099999,NL; ROTTERDAM,4.2,8.1,1.0,7.0,2.9,60.9,3,0,2,445,6.6,11.1,7.7,02:03:38,02:04:26,02:04:48,02:04:50,02:05:03,,,,,,,,02:04:54
Gold Marathon,Marathon,Women,Rotterdam,Netherlands,15,4,2012,10:00:00,51.9228958,4.4631727,6344099999,NL; ROTTERDAM,4.2,8.1,1.0,7.0,2.9,60.9,3,0,2,445,6.6,11.1,7.7,02:15:25,02:20:47,02:18:58,02:23:44,02:25:48,,,,,,,,02:22:50
Gold Marathon,Marathon,Men,Seoul,South Korea,18,3,2012,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,7.7,-1.8,5.7,2.4,51.0,2,60,9,0,5.9,10.4,4.4,02:03:38,02:06:49,02:05:37,02:06:03,02:06:44,,,,,,,,02:06:08
Gold Marathon,Marathon,Women,Seoul,South Korea,18,3,2012,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,7.7,-1.8,5.7,2.4,51.0,2,60,9,0,5.9,10.4,4.4,02:15:25,02:19:51,02:23:26,02:25:29,02:28:27,,,,,,,,02:25:47
Gold Marathon,Marathon,Men,Shanghai ,China,2,12,2012,7:30:00,31.2252985,121.489049,58367099999,CH; HONGQIAO INTERNATIONAL,14.8,10.0,5.0,5.0,2.1,71.1,5,0,8,0,8.9,13,7.8,02:03:38,02:09:28,02:09:01,02:09:03,02:09:05,,,,,,,,02:09:03
Gold Marathon,Marathon,Women,Shanghai ,China,2,12,2012,7:30:00,31.2252985,121.489049,58367099999,CH; HONGQIAO INTERNATIONAL,14.8,10.0,5.0,5.0,2.1,71.1,5,0,8,0,8.9,13,7.8,02:15:25,02:24:08,02:23:07,02:24:09,02:24:17,,,,,,,,02:23:51
Gold Marathon,Marathon,Men,Sydney,Australia,16,9,2012,7:00:00,-33.854815,151.216453,94768099999,AS; SYDNEY OBSERVATORY HILL,1.6,12.0,8.0,3.6,1.5,76.5,6,60,10,380,11.3,15,12.5,02:03:38,02:14:37,02:11:52,02:16:12,02:18:34,,,,,,,,02:15:33
Gold Marathon,Marathon,Women,Sydney,Australia,16,9,2012,7:00:00,-33.854815,151.216453,94768099999,AS; SYDNEY OBSERVATORY HILL,1.6,12.0,8.0,3.6,1.5,76.5,6,60,10,380,11.3,15,12.5,02:15:25,02:38:11,02:48:48,02:52:31,02:54:02,,,,,,,,02:51:47
Gold Marathon,Marathon,Men,TOKYO,JAPAN,26,2,2012,9:00:00,35.6828387,139.759454,47662099999,JA; TOKYO,0.7,7.4,-7.4,3.6,1.5,34.1,0,0,9,294,5.1,9.5,5,02:03:38,02:06:33,02:07:37,02:07:48,02:07:50,,,,,,,,02:07:45
Gold Marathon,Marathon,Women,TOKYO,JAPAN,26,2,2012,9:00:00,35.6828387,139.759454,47662099999,JA; TOKYO,0.7,7.4,-7.4,3.6,1.5,34.1,0,0,9,294,5.1,9.5,5,02:15:25,02:25:38,02:25:28,02:26:00,02:26:02,,,,,,,,02:25:50
Gold Marathon,Marathon,Men,VIENNA,AUSTRIA,15,4,2012,9:00:00,48.2083537,16.3725042,11034099999,AU; WIEN INNERE STADT,1.0,10.5,8.8,3.0,1.2,89.2,8,0,2,0,9.9,14.3,9.4,02:03:38,02:07:38,02:06:58,02:07:38,02:07:44,,,,,,,,02:07:27
Gold Marathon,Marathon,Women,VIENNA,AUSTRIA,15,4,2012,9:00:00,48.2083537,16.3725042,11034099999,AU; WIEN INNERE STADT,1.0,10.5,8.8,3.0,1.2,89.2,8,0,2,0,9.9,14.3,9.4,02:15:25,02:23:47,02:26:39,02:27:18,02:27:20,,,,,,,,02:27:06
Gold Marathon,Marathon,Men,Xiamen,China,7,1,2012,7:30:00,24.4758496,118.074683,59134099999,CH; GAOQI,9.3,16.0,10.0,7.0,2.9,67.6,5,30,8,416,15.4,17.8,15.2,02:03:38,02:08:07,02:07:37,02:08:21,02:09:01,,,,,,,,02:08:20
Gold Marathon,Marathon,Women,Xiamen,China,7,1,2012,7:30:00,24.4758496,118.074683,59134099999,CH; GAOQI,9.3,16.0,10.0,7.0,2.9,67.6,5,30,8,416,15.4,17.8,15.2,02:15:25,02:22:38,02:23:09,02:31:30,02:31:46,,,,,,,,02:28:48
Gold Marathon,Marathon,Men,AMSTERDAM,NETHERLANDS,20,10,2013,9:30:00,52.3745403,4.8979755,6240099999,NL; SCHIPHOL,11.7,15.0,14.0,5.7,2.4,93.8,8,5,2,0,15,18.7,14.3,02:03:23,02:05:41,02:05:35,02:06:04,02:06:27,,,,,,,,02:06:02
Gold Marathon,Marathon,Women,AMSTERDAM,NETHERLANDS,20,10,2013,9:30:00,52.3745403,4.8979755,6240099999,NL; SCHIPHOL,11.7,15.0,14.0,5.7,2.4,93.8,8,5,2,0,15,18.7,14.3,02:15:25,02:21:08,02:23:02,02:28:01,02:28:34,,,,,,,,02:26:32
